salary,car,label 
3712,5016,overspending
4549,4893,overspending
4978,3214,general
4806,5004,overspending
4250,1287,reasonable consumption
4291,5348,overspending
4782,6874,overspending
5467,5650,overspending
5448,7713,overspending
4875,2502,general
3726,1411,reasonable consumption
4183,3042,overspending
5364,4286,overspending
4782,5369,overspending
4903,2449,reasonable consumption
5029,2499,reasonable consumption
4321,7585,overspending
3781,1371,reasonable consumption
5203,7051,overspending
4161,7416,overspending
4536,1770,reasonable consumption
5255,1281,reasonable consumption
5456,2366,reasonable consumption
4056,4790,overspending
4472,3019,general
3601,3494,overspending
5415,6182,overspending
3860,6790,overspending
3944,6799,overspending
4910,6212,overspending
4918,1741,reasonable consumption
4708,4163,overspending
4649,6819,overspending
3780,3678,overspending
5055,3482,general
5461,5341,overspending
3787,4700,overspending
4217,1973,reasonable consumption
4143,4815,overspending
4930,2319,reasonable consumption
4709,6866,overspending
4828,1907,reasonable consumption
4111,7204,overspending
4129,4032,overspending
5044,3436,general
4695,4370,overspending
4953,1493,reasonable consumption
4714,2566,general
4287,5930,overspending
3962,4691,overspending
3682,3486,overspending
4772,1379,reasonable consumption
4870,1822,reasonable consumption
4157,2435,general
4773,3861,overspending
3596,5866,overspending
3963,2228,general
3659,6795,overspending
3799,1203,reasonable consumption
5219,7380,overspending
4926,3004,general
4786,4186,overspending
5157,4794,overspending
5014,5669,overspending
4568,4402,overspending
5079,5621,overspending
5124,4528,overspending
4811,3643,overspending
5089,5229,overspending
3502,7617,overspending
5090,6020,overspending
4667,1925,reasonable consumption
3613,7072,overspending
3625,5881,overspending
4890,6791,overspending
5153,6104,overspending
4479,4136,overspending
4251,7980,overspending
4878,6001,overspending
4644,1665,reasonable consumption
4893,1464,reasonable consumption
3886,3016,overspending
4853,7133,overspending
4796,2948,general
4910,1631,reasonable consumption
4646,1281,reasonable consumption
4162,2277,general
4125,3287,overspending
5438,2994,general
4043,4953,overspending
5268,7964,overspending
4824,4886,overspending
3762,2506,general
5063,3701,overspending
3933,1899,reasonable consumption
4592,1370,reasonable consumption
4704,6289,overspending
4610,3914,overspending
4829,3424,overspending
4447,2599,general
5224,3007,general
5059,6790,overspending
4428,2497,general
3855,7418,overspending
4008,1207,reasonable consumption
4793,4546,overspending
4450,3626,overspending
4628,7109,overspending
3880,4651,overspending
4671,7621,overspending
3878,6765,overspending
3908,1735,reasonable consumption
4254,4986,overspending
3869,4128,overspending
5130,4381,overspending
3828,7604,overspending
4194,4319,overspending
4488,6618,overspending
5258,1361,reasonable consumption
4945,1430,reasonable consumption
3581,6907,overspending
4650,3480,overspending
4872,6892,overspending
3775,1809,reasonable consumption
5388,6223,overspending
3680,6504,overspending
5176,3377,general
4265,6651,overspending
4539,7891,overspending
5277,2551,reasonable consumption
3962,3449,overspending
4862,1437,reasonable consumption
3679,6009,overspending
4727,7251,overspending
4066,7331,overspending
4111,1496,reasonable consumption
4669,6673,overspending
4870,2316,reasonable consumption
4438,5349,overspending
4857,7684,overspending
4723,7384,overspending
3870,7123,overspending
5032,2561,general
3680,6361,overspending
4901,4681,overspending
3854,6230,overspending
4512,2995,general
5268,3153,general
4830,3744,overspending
5108,3369,general
5452,4580,overspending
5215,2740,general
5356,5962,overspending
4670,5756,overspending
5258,3310,general
4654,6175,overspending
3701,5055,overspending
5178,6447,overspending
4393,2199,general
5322,3875,overspending
5347,1719,reasonable consumption
4927,7464,overspending
5123,5159,overspending
4640,4495,overspending
4967,1245,reasonable consumption
4372,6133,overspending
4239,6832,overspending
5234,2480,reasonable consumption
3872,1427,reasonable consumption
4520,3669,overspending
3840,1396,reasonable consumption
3961,2216,general
4034,7779,overspending
5249,1244,reasonable consumption
3711,1222,reasonable consumption
5337,7260,overspending
4675,3630,overspending
4556,7325,overspending
3850,2714,overspending
4903,5166,overspending
4421,4711,overspending
4572,7257,overspending
3811,6061,overspending
4062,4306,overspending
4068,2023,reasonable consumption
4071,1363,reasonable consumption
4870,6282,overspending
4083,2586,general
4781,1895,reasonable consumption
5152,3114,general
4878,7697,overspending
3500,3264,overspending
4854,7160,overspending
4289,5714,overspending
5119,1912,reasonable consumption
4176,5876,overspending
5025,2407,reasonable consumption
4060,5135,overspending
4639,3285,overspending
4022,2917,overspending
3945,7940,overspending
4607,7089,overspending
4005,2915,overspending
3949,2538,general
3991,4520,overspending
5483,6787,overspending
5446,2963,general
3556,1838,general
4108,2650,general
5045,5703,overspending
5479,5555,overspending
4256,4533,overspending
3569,3458,overspending
4645,5085,overspending
3553,2606,overspending
4483,2550,general
3609,1338,reasonable consumption
5364,4333,overspending
4778,2967,general
5479,5953,overspending
4226,6678,overspending
5096,6403,overspending
5276,3266,general
3987,6552,overspending
4298,3426,overspending
4760,6477,overspending
4689,5548,overspending
3674,4396,overspending
3794,7746,overspending
4105,1266,reasonable consumption
4498,6834,overspending
5039,7450,overspending
4940,4314,overspending
5147,6778,overspending
4325,7018,overspending
4747,7470,overspending
4840,1463,reasonable consumption
4274,5217,overspending
5124,7350,overspending
4074,7855,overspending
4673,3976,overspending
4488,1424,reasonable consumption
4888,2811,general
4508,6843,overspending
5392,1654,reasonable consumption
4036,3306,overspending
3899,3121,overspending
4529,3684,overspending
4042,4306,overspending
4316,6648,overspending
5212,7676,overspending
3793,3794,overspending
4302,3982,overspending
3594,4772,overspending
5112,2454,reasonable consumption
4554,5170,overspending
5004,1223,reasonable consumption
5158,6764,overspending
4912,1686,reasonable consumption
5174,1557,reasonable consumption
5067,7634,overspending
5253,3380,general
4170,1929,reasonable consumption
4819,3872,overspending
5419,7651,overspending
4100,6623,overspending
4358,6283,overspending
5467,3249,general
3800,3984,overspending
4989,4408,overspending
4724,5071,overspending
4552,4034,overspending
4976,6104,overspending
3787,7114,overspending
4546,5827,overspending
3824,3804,overspending
3649,3413,overspending
5237,7130,overspending
5425,3395,general
3842,2515,general
4300,3786,overspending
5340,7157,overspending
4813,7503,overspending
3821,2597,general
3820,7726,overspending
4517,5475,overspending
3862,5923,overspending
4718,2634,general
4020,7257,overspending
3888,5655,overspending
5245,7284,overspending
4263,7382,overspending
4353,2214,general
4367,3693,overspending
5123,6412,overspending
4182,3752,overspending
4046,1791,reasonable consumption
5366,2747,general
4504,5937,overspending
5076,6487,overspending
4552,4134,overspending
5209,4986,overspending
4631,5728,overspending
4869,3824,overspending
4109,2728,general
4344,5956,overspending
5226,3463,general
4520,3896,overspending
3520,1263,reasonable consumption
5446,7743,overspending
5370,1886,reasonable consumption
3706,4487,overspending
3862,1686,reasonable consumption
4975,5160,overspending
3735,1286,reasonable consumption
3774,2396,general
3891,5024,overspending
4345,4898,overspending
4318,4207,overspending
5458,4800,overspending
4103,4031,overspending
4940,6713,overspending
4560,1685,reasonable consumption
4218,3572,overspending
5061,3265,general
4542,6214,overspending
4013,4287,overspending
3826,2570,general
4976,3979,overspending
5197,1325,reasonable consumption
3555,5011,overspending
4225,4046,overspending
5261,3775,overspending
5482,1727,reasonable consumption
4211,6336,overspending
4836,5877,overspending
3719,4513,overspending
4513,4230,overspending
5112,5143,overspending
5070,6006,overspending
4402,2380,general
3825,5315,overspending
3603,1481,reasonable consumption
4132,3767,overspending
4149,4334,overspending
4774,1287,reasonable consumption
4087,4998,overspending
4460,3884,overspending
4039,5904,overspending
4128,5883,overspending
4152,7629,overspending
4415,4470,overspending
5213,7372,overspending
5191,4358,overspending
4133,4801,overspending
3600,2721,overspending
4642,5933,overspending
4115,3116,overspending
4324,2949,general
4101,2522,general
4563,3606,overspending
4518,1575,reasonable consumption
3922,6767,overspending
4822,5482,overspending
4859,4603,overspending
4589,1623,reasonable consumption
5101,7314,overspending
4117,7971,overspending
4336,2649,general
4465,2635,general
4907,3305,general
5421,5247,overspending
3999,1703,reasonable consumption
4859,5844,overspending
4631,1635,reasonable consumption
4160,4107,overspending
4182,7876,overspending
3878,6478,overspending
4742,7984,overspending
5022,4697,overspending
3971,6155,overspending
5161,4881,overspending
3993,7259,overspending
4022,2014,general
3605,3098,overspending
4487,4881,overspending
3641,5551,overspending
5305,6434,overspending
4054,5059,overspending
5396,4296,overspending
5046,2141,reasonable consumption
4147,7206,overspending
4304,4666,overspending
4368,6834,overspending
3818,2458,general
5056,1678,reasonable consumption
4773,4306,overspending
4632,2823,general
4496,1244,reasonable consumption
3783,6247,overspending
5075,2461,reasonable consumption
4613,6813,overspending
3874,1569,reasonable consumption
4959,5773,overspending
4328,6601,overspending
3637,4435,overspending
5343,4780,overspending
4916,1508,reasonable consumption
4688,7758,overspending
4786,4417,overspending
3514,3025,overspending
3504,1998,general
4739,7343,overspending
4249,7971,overspending
3827,4678,overspending
5084,7703,overspending
4213,7555,overspending
4862,1899,reasonable consumption
4019,4717,overspending
3512,3529,overspending
4965,1811,reasonable consumption
3630,6569,overspending
4770,4696,overspending
4061,4293,overspending
4287,7099,overspending
3787,7801,overspending
4207,6288,overspending
4048,4818,overspending
3702,4694,overspending
5028,2082,reasonable consumption
4248,5734,overspending
3996,6317,overspending
3809,3918,overspending
5023,4225,overspending
4779,2037,reasonable consumption
3768,4125,overspending
4249,3470,overspending
4587,4956,overspending
5395,5295,overspending
4486,4265,overspending
3652,1851,general
4891,2204,reasonable consumption
3673,2456,general
3612,6459,overspending
4994,7489,overspending
4987,4603,overspending
4145,3907,overspending
3800,2310,general
5310,5590,overspending
3742,1658,reasonable consumption
5043,5121,overspending
3896,7663,overspending
5292,2194,reasonable consumption
4331,2861,general
3763,2637,overspending
4177,5796,overspending
3895,2351,general
5373,6214,overspending
5361,6310,overspending
5434,5473,overspending
4480,4752,overspending
5292,2843,general
4033,6748,overspending
4211,1776,reasonable consumption
5352,6490,overspending
4524,3794,overspending
3714,2274,general
5322,7037,overspending
4716,4195,overspending
5347,3474,general
3571,4410,overspending
5500,7735,overspending
4641,3444,overspending
5365,3084,general
3867,4795,overspending
4814,4500,overspending
3854,7739,overspending
3573,6443,overspending
3533,6184,overspending
4402,4169,overspending
4977,5090,overspending
3777,2091,general
3975,4795,overspending
3519,7360,overspending
4483,7171,overspending
4671,6721,overspending
5278,2135,reasonable consumption
5128,6027,overspending
4124,5771,overspending
5035,4740,overspending
5318,4072,overspending
4250,7931,overspending
4158,1883,reasonable consumption
4322,5798,overspending
4015,1433,reasonable consumption
5244,7130,overspending
3802,3405,overspending
4861,3195,general
3945,6265,overspending
3674,6717,overspending
5396,3534,general
5007,1466,reasonable consumption
5382,1226,reasonable consumption
3833,5181,overspending
3863,1954,general
3980,5548,overspending
3535,4196,overspending
4749,2333,reasonable consumption
3660,7981,overspending
3823,2070,general
5378,1222,reasonable consumption
5449,3404,general
4673,4923,overspending
3677,7198,overspending
4291,2511,general
4224,1502,reasonable consumption
3911,1237,reasonable consumption
4731,4763,overspending
3848,7533,overspending
4700,2458,general
3537,5856,overspending
4905,5284,overspending
3525,7998,overspending
4506,1629,reasonable consumption
3738,6506,overspending
3990,4676,overspending
4497,5798,overspending
5206,3759,overspending
3582,7010,overspending
4592,1545,reasonable consumption
4523,7473,overspending
4024,1407,reasonable consumption
4909,3972,overspending
5022,7386,overspending
5245,7715,overspending
5082,6019,overspending
4133,6184,overspending
4270,6862,overspending
4298,6295,overspending
4530,4713,overspending
4688,7024,overspending
5317,5997,overspending
5327,5898,overspending
4949,2385,reasonable consumption
3597,6932,overspending
5205,6495,overspending
5217,1320,reasonable consumption
5390,5426,overspending
4272,4178,overspending
4282,6135,overspending
5224,1350,reasonable consumption
5489,4583,overspending
4345,7291,overspending
3705,5685,overspending
5114,5758,overspending
4518,7134,overspending
3730,5353,overspending
4773,3613,overspending
5290,7957,overspending
3770,6466,overspending
4887,7921,overspending
5228,7197,overspending
3513,2742,overspending
4034,5313,overspending
4221,1800,reasonable consumption
4391,4696,overspending
3834,7714,overspending
4616,1379,reasonable consumption
4511,3795,overspending
4141,4336,overspending
5272,6751,overspending
5270,2550,reasonable consumption
4453,6197,overspending
4160,1636,reasonable consumption
5126,2763,general
4865,6640,overspending
4705,3329,overspending
3897,1204,reasonable consumption
3640,6874,overspending
3909,7549,overspending
3797,2376,general
4582,3656,overspending
4342,6140,overspending
5050,6047,overspending
4159,4917,overspending
4359,3300,overspending
5392,2718,general
3664,4116,overspending
5181,5467,overspending
4086,3408,overspending
4177,1426,reasonable consumption
4424,3100,overspending
5291,5807,overspending
5394,5608,overspending
4028,5185,overspending
4079,5913,overspending
4551,3029,general
5333,3955,overspending
4067,1600,reasonable consumption
5247,1508,reasonable consumption
3719,1602,reasonable consumption
3908,7010,overspending
4447,2590,general
4833,4035,overspending
5005,5221,overspending
4631,4011,overspending
4729,4866,overspending
4296,4640,overspending
3856,1790,reasonable consumption
4891,4902,overspending
5341,6802,overspending
5425,2091,reasonable consumption
4811,3137,general
4007,6674,overspending
5231,5087,overspending
5055,3612,overspending
4501,5791,overspending
3754,3116,overspending
4532,7873,overspending
4217,1202,reasonable consumption
3995,3934,overspending
4121,5444,overspending
4790,7141,overspending
4857,4156,overspending
3767,5448,overspending
4748,6927,overspending
4073,4446,overspending
5203,3317,general
3840,6225,overspending
5283,5887,overspending
4211,6014,overspending
4127,1518,reasonable consumption
4653,3466,overspending
4722,2320,reasonable consumption
3985,1325,reasonable consumption
5325,7699,overspending
5227,1661,reasonable consumption
4802,1665,reasonable consumption
3639,5519,overspending
4823,6744,overspending
3515,4584,overspending
4652,2404,general
5472,5171,overspending
4425,1793,reasonable consumption
4079,4249,overspending
3937,5692,overspending
5082,5671,overspending
3668,6971,overspending
4254,6589,overspending
3651,2493,general
4145,1737,reasonable consumption
3767,3986,overspending
4560,7974,overspending
4408,2755,general
4342,2071,reasonable consumption
3703,4521,overspending
4846,7455,overspending
3650,3677,overspending
5056,3997,overspending
4224,1463,reasonable consumption
4532,1813,reasonable consumption
4062,2682,general
5171,4215,overspending
4844,7335,overspending
4422,1695,reasonable consumption
3891,7148,overspending
4462,2145,reasonable consumption
4434,5563,overspending
3728,7922,overspending
5005,4581,overspending
4016,3242,overspending
5057,6710,overspending
5094,5668,overspending
4136,6402,overspending
5451,7013,overspending
4170,3933,overspending
4567,1315,reasonable consumption
5242,6307,overspending
4574,2636,general
3779,7484,overspending
3835,3602,overspending
3861,7407,overspending
5165,3001,general
5192,4034,overspending
4977,3489,overspending
3871,4561,overspending
4502,4182,overspending
4013,5594,overspending
3912,7934,overspending
4289,6209,overspending
5012,5883,overspending
5135,4765,overspending
5254,5461,overspending
4214,4041,overspending
4376,4110,overspending
4187,4991,overspending
4232,1261,reasonable consumption
4171,4527,overspending
5343,5326,overspending
3939,1847,reasonable consumption
5418,6815,overspending
4108,5342,overspending
3858,5308,overspending
4387,3648,overspending
4060,1870,reasonable consumption
4905,4832,overspending
3637,2131,general
4299,4742,overspending
4094,2207,general
5359,6375,overspending
3636,7668,overspending
4635,5691,overspending
4240,3903,overspending
4105,2645,general
5036,7316,overspending
4133,5998,overspending
4898,7676,overspending
5004,6980,overspending
3953,5798,overspending
4030,7592,overspending
4314,1245,reasonable consumption
4683,6773,overspending
3605,1807,general
4852,4937,overspending
3824,3810,overspending
4571,6524,overspending
4164,6334,overspending
3638,4032,overspending
4783,1881,reasonable consumption
3704,6238,overspending
3558,4763,overspending
4105,2157,general
5304,6611,overspending
5492,6253,overspending
3708,7937,overspending
5367,3713,general
4384,3456,overspending
4740,3070,general
4452,4623,overspending
5389,4858,overspending
5478,6497,overspending
4250,6104,overspending
3642,4438,overspending
3694,5707,overspending
3829,7004,overspending
4727,4201,overspending
3937,7565,overspending
4770,6696,overspending
3550,3759,overspending
5279,7216,overspending
4867,6749,overspending
4107,7013,overspending
4237,3054,overspending
5045,3215,general
4191,7266,overspending
5491,2452,reasonable consumption
5299,6544,overspending
3829,7277,overspending
4162,1610,reasonable consumption
3995,4521,overspending
5077,6545,overspending
4202,6451,overspending
4219,7680,overspending
4846,5128,overspending
5232,4490,overspending
4268,6590,overspending
4785,2805,general
4337,3949,overspending
3594,3892,overspending
5398,5590,overspending
4674,4904,overspending
4311,4540,overspending
4005,1409,reasonable consumption
5495,2251,reasonable consumption
5214,4286,overspending
4022,1355,reasonable consumption
4730,3938,overspending
5266,2783,general
4191,4553,overspending
4903,3399,general
5287,5919,overspending
4196,2937,general
4796,3734,overspending
4986,4040,overspending
4056,7046,overspending
5440,8000,overspending
3972,3654,overspending
3994,6478,overspending
3646,2884,overspending
3803,7728,overspending
5126,7027,overspending
5497,3781,general
4405,4264,overspending
4530,4399,overspending
5170,4889,overspending
4168,4741,overspending
3583,7481,overspending
4696,3082,general
4312,1531,reasonable consumption
4982,1554,reasonable consumption
3683,7889,overspending
4017,6551,overspending
5090,7766,overspending
5168,1613,reasonable consumption
4598,6014,overspending
4040,5691,overspending
4584,4327,overspending
5256,5074,overspending
4919,7019,overspending
4066,6133,overspending
3736,1768,reasonable consumption
4346,7180,overspending
4176,5395,overspending
5075,6953,overspending
4082,1795,reasonable consumption
4116,7354,overspending
5180,6965,overspending
4115,2724,general
4513,4138,overspending
5473,4874,overspending
3727,3694,overspending
4101,5755,overspending
4653,3017,general
4917,1344,reasonable consumption
4165,3773,overspending
5497,5297,overspending
4726,1855,reasonable consumption
3722,6912,overspending
3972,1250,reasonable consumption
5024,7274,overspending
4377,2065,reasonable consumption
3791,2536,general
4464,1233,reasonable consumption
4821,3904,overspending
4822,4121,overspending
5359,4720,overspending
4377,2158,reasonable consumption
4336,1392,reasonable consumption
5308,1433,reasonable consumption
3570,3522,overspending
4935,1323,reasonable consumption
5025,5475,overspending
5079,1277,reasonable consumption
3952,6964,overspending
4912,3736,overspending
3934,5349,overspending
4366,2655,general
5387,4005,overspending
4044,3562,overspending
5217,7034,overspending
3829,2113,general
3684,7151,overspending
5101,5077,overspending
4559,7593,overspending
4683,6422,overspending
4186,1611,reasonable consumption
4710,3919,overspending
3714,3988,overspending
3604,5502,overspending
5162,6075,overspending
4301,5409,overspending
5037,4767,overspending
5468,4589,overspending
4482,4000,overspending
5059,6766,overspending
3563,2860,overspending
5136,1936,reasonable consumption
4232,6552,overspending
4386,5118,overspending
3942,4270,overspending
3803,6318,overspending
5346,1612,reasonable consumption
4165,2926,overspending
4274,3865,overspending
5183,3321,general
3520,1534,reasonable consumption
4466,1311,reasonable consumption
5083,5335,overspending
4652,2645,general
4958,5343,overspending
4959,6006,overspending
4701,4398,overspending
5027,6853,overspending
3787,6558,overspending
4254,2771,general
5302,4568,overspending
4477,4423,overspending
5268,3232,general
4679,2933,general
5208,3126,general
5101,2602,general
4021,7308,overspending
5285,1690,reasonable consumption
3742,6574,overspending
4763,4952,overspending
4571,5230,overspending
4386,3555,overspending
5408,5812,overspending
4512,4193,overspending
4203,3332,overspending
5176,1280,reasonable consumption
5451,1687,reasonable consumption
4243,6155,overspending
4560,4418,overspending
3637,3986,overspending
4308,4128,overspending
3593,4521,overspending
5479,7242,overspending
5272,3924,overspending
4573,5128,overspending
4461,5364,overspending
4041,1941,reasonable consumption
4626,7783,overspending
4979,1914,reasonable consumption
5365,7904,overspending
3639,1520,reasonable consumption
4833,3880,overspending
3525,1227,reasonable consumption
3616,6849,overspending
3604,7828,overspending
4988,4302,overspending
4079,2580,general
4884,5607,overspending
4724,4842,overspending
4582,3092,general
4535,1492,reasonable consumption
3901,3393,overspending
5275,6312,overspending
3946,6815,overspending
4223,6670,overspending
5201,5264,overspending
5123,6832,overspending
5102,3634,overspending
3625,3063,overspending
5110,6900,overspending
5475,6780,overspending
3868,2739,overspending
4473,4105,overspending
5379,3202,general
4979,6168,overspending
4139,2907,overspending
4317,3284,overspending
5184,5890,overspending
4923,3028,general
5302,6873,overspending
5339,5728,overspending
4684,5978,overspending
4840,4342,overspending
4148,1550,reasonable consumption
5241,5230,overspending
5170,2979,general
4835,5387,overspending
4484,4698,overspending
4052,4485,overspending
4880,5840,overspending
4223,4945,overspending
5179,7446,overspending
3687,5959,overspending
4834,2752,general
4168,5038,overspending
5451,5934,overspending
4071,3761,overspending
4040,6737,overspending
5021,2034,reasonable consumption
4737,5786,overspending
4145,5908,overspending
5010,4836,overspending
5210,6919,overspending
4772,5040,overspending
4283,2526,general
4936,1606,reasonable consumption
4379,2896,general
5296,5298,overspending
3741,4841,overspending
4587,6886,overspending
5175,5421,overspending
4662,3333,overspending
4378,1470,reasonable consumption
4492,4417,overspending
3625,7912,overspending
5016,5445,overspending
3945,5224,overspending
3534,1770,general
5029,6858,overspending
5010,6734,overspending
4598,2500,general
4137,3874,overspending
3788,3023,overspending
4334,7421,overspending
5352,5742,overspending
4315,6924,overspending
4065,6187,overspending
4720,5254,overspending
5139,4973,overspending
4960,7401,overspending
4053,5554,overspending
4959,2622,general
5144,2470,reasonable consumption
3523,4656,overspending
4779,4135,overspending
4035,2488,general
4574,2482,general
5309,6868,overspending
4916,5736,overspending
5175,3470,general
4872,3959,overspending
5156,7110,overspending
4986,4380,overspending
4215,6155,overspending
4228,4361,overspending
4079,3743,overspending
4845,3265,general
5196,6631,overspending
4047,2984,overspending
4536,6465,overspending
4976,3405,general
3921,5842,overspending
4326,2949,general
4454,4691,overspending
4063,6311,overspending
5192,7896,overspending
4222,7288,overspending
4561,1680,reasonable consumption
4966,2240,reasonable consumption
3845,2876,overspending
4240,1407,reasonable consumption
5296,3644,general
4955,6057,overspending
4295,6856,overspending
3914,6506,overspending
4037,5602,overspending
4978,3841,overspending
5046,3088,general
4955,5102,overspending
5067,7012,overspending
5453,7948,overspending
3524,1652,reasonable consumption
4075,6834,overspending
4259,6518,overspending
3763,3328,overspending
4350,3392,overspending
5117,6833,overspending
5442,2589,reasonable consumption
4312,7117,overspending
4893,6165,overspending
3655,2197,general
5358,7943,overspending
4907,3902,overspending
5174,3159,general
3718,4718,overspending
4805,5229,overspending
4375,6771,overspending
3589,2782,overspending
3750,4457,overspending
4066,2917,overspending
3561,1282,reasonable consumption
4838,7511,overspending
5022,5523,overspending
3646,7229,overspending
4608,3183,general
4883,7075,overspending
4943,1346,reasonable consumption
4614,6112,overspending
5361,3457,general
3589,1694,reasonable consumption
4367,3129,overspending
5182,3234,general
4425,4804,overspending
4324,5153,overspending
5173,1439,reasonable consumption
3888,6572,overspending
3661,3029,overspending
4308,7955,overspending
3921,7792,overspending
4340,3038,general
3659,3519,overspending
4140,7599,overspending
4230,7541,overspending
4986,3113,general
4015,4455,overspending
4003,7900,overspending
5466,6976,overspending
4897,2083,reasonable consumption
4659,3899,overspending
4079,2991,overspending
5389,4277,overspending
4013,2238,general
3867,3770,overspending
4241,3007,overspending
5171,4872,overspending
4305,7156,overspending
5191,5898,overspending
4792,7266,overspending
5066,2372,reasonable consumption
4392,7358,overspending
4049,2981,overspending
4778,3091,general
5200,7204,overspending
4639,4431,overspending
4379,3098,overspending
3542,4837,overspending
5154,2894,general
5500,2535,reasonable consumption
4230,2820,general
5432,1863,reasonable consumption
4754,6155,overspending
3659,4770,overspending
4699,2282,reasonable consumption
4737,5265,overspending
5377,7784,overspending
3568,3313,overspending
4542,4273,overspending
4127,2951,overspending
3664,3570,overspending
5273,1438,reasonable consumption
5387,6672,overspending
5376,7202,overspending
3544,7448,overspending
5142,7638,overspending
4449,3279,overspending
4842,2573,general
3613,3947,overspending
3503,6186,overspending
3533,6918,overspending
4512,5203,overspending
4649,3869,overspending
4426,4449,overspending
3850,4268,overspending
4815,7753,overspending
5237,3212,general
4666,2630,general
5103,2016,reasonable consumption
4209,3928,overspending
4155,7381,overspending
5343,3893,overspending
4924,4177,overspending
4746,2284,reasonable consumption
4692,7824,overspending
5449,5459,overspending
3787,6337,overspending
5384,5562,overspending
4213,4343,overspending
4633,5206,overspending
4798,3795,overspending
5421,5288,overspending
3533,4759,overspending
4958,4633,overspending
4525,5898,overspending
4167,6521,overspending
4933,2289,reasonable consumption
5250,6413,overspending
4690,2730,general
4327,6202,overspending
3891,2950,overspending
5419,7396,overspending
3766,7696,overspending
4866,2751,general
4583,3145,general
4886,3471,overspending
4901,3944,overspending
4343,6852,overspending
4211,2317,general
4931,7062,overspending
4092,3403,overspending
5069,4926,overspending
4626,3870,overspending
4741,3057,general
4067,3369,overspending
4406,5992,overspending
3558,6532,overspending
3707,2456,general
4326,7728,overspending
4525,2189,reasonable consumption
4724,6651,overspending
4551,6283,overspending
4253,3819,overspending
4511,1909,reasonable consumption
4369,6027,overspending
4903,4663,overspending
5237,3510,general
5424,2371,reasonable consumption
4766,4111,overspending
5432,7275,overspending
4387,7376,overspending
5385,1541,reasonable consumption
4566,6235,overspending
4124,5325,overspending
5168,4860,overspending
3597,6525,overspending
5080,1697,reasonable consumption
5474,1358,reasonable consumption
5243,6143,overspending
5316,6777,overspending
4899,1999,reasonable consumption
5335,2078,reasonable consumption
3542,4296,overspending
5292,1506,reasonable consumption
3563,7277,overspending
5498,4881,overspending
3895,5783,overspending
4737,5534,overspending
4649,1741,reasonable consumption
4054,1793,reasonable consumption
4048,1540,reasonable consumption
3814,7951,overspending
4071,1950,reasonable consumption
5444,4697,overspending
5474,2025,reasonable consumption
3699,6599,overspending
4594,2001,reasonable consumption
3503,5242,overspending
4834,4102,overspending
4368,4280,overspending
4562,3518,overspending
3967,5580,overspending
4153,5278,overspending
4456,6504,overspending
3732,2984,overspending
4395,7822,overspending
4728,6397,overspending
3708,7642,overspending
4150,4905,overspending
5014,7218,overspending
3838,2416,general
5177,7816,overspending
4516,4559,overspending
4799,4806,overspending
5171,2356,reasonable consumption
4162,1701,reasonable consumption
4011,6853,overspending
4836,3761,overspending
4238,1219,reasonable consumption
5132,3653,overspending
4941,7755,overspending
4383,4840,overspending
4333,7180,overspending
3942,4980,overspending
4525,7200,overspending
3645,3491,overspending
3923,6794,overspending
3908,5250,overspending
5016,7296,overspending
4340,3731,overspending
5333,2805,general
3709,2064,general
4072,3418,overspending
4770,4290,overspending
4668,5664,overspending
5174,5762,overspending
3613,1612,reasonable consumption
3875,1363,reasonable consumption
5057,3748,overspending
5222,3059,general
4620,7928,overspending
5415,5836,overspending
4429,6952,overspending
3755,5728,overspending
4356,2422,general
4507,5472,overspending
3571,5779,overspending
5295,3577,general
4508,1695,reasonable consumption
5465,4897,overspending
5432,7955,overspending
4246,6808,overspending
5465,6244,overspending
4712,2940,general
3760,2920,overspending
3504,6564,overspending
4737,5507,overspending
4598,3655,overspending
5174,6860,overspending
3520,6564,overspending
3559,5355,overspending
4494,5017,overspending
5378,6413,overspending
4865,6146,overspending
5382,3936,overspending
4820,3681,overspending
4064,7327,overspending
5041,3443,general
3943,1444,reasonable consumption
3953,7684,overspending
5494,5518,overspending
5338,6396,overspending
5453,6150,overspending
3681,3067,overspending
5358,1346,reasonable consumption
5480,3220,general
5212,5565,overspending
5110,5931,overspending
5375,6475,overspending
3860,2592,general
4987,7945,overspending
4984,4545,overspending
5329,7360,overspending
3813,6004,overspending
3773,3868,overspending
4418,2289,general
5419,7044,overspending
4978,6278,overspending
3859,5069,overspending
4638,5214,overspending
4823,5235,overspending
5432,7321,overspending
5156,4790,overspending
3706,6087,overspending
4139,2439,general
4010,5744,overspending
4267,1713,reasonable consumption
4654,7189,overspending
4015,4822,overspending
4331,3049,overspending
4604,2041,reasonable consumption
4069,4342,overspending
5288,5894,overspending
3628,3522,overspending
4068,1659,reasonable consumption
4047,4176,overspending
4795,5761,overspending
4862,1280,reasonable consumption
3842,2176,general
4909,6484,overspending
4154,2623,general
4244,1658,reasonable consumption
4652,1940,reasonable consumption
4466,5887,overspending
3604,4815,overspending
5210,1828,reasonable consumption
3514,4209,overspending
4649,4579,overspending
4974,5503,overspending
3515,3641,overspending
4615,7850,overspending
4233,6967,overspending
4230,3561,overspending
5028,3227,general
4082,4411,overspending
5479,7187,overspending
5120,5191,overspending
3579,6817,overspending
4909,5670,overspending
5260,3756,overspending
4344,3114,overspending
4352,7759,overspending
3740,4283,overspending
3821,6226,overspending
